kz-rush.ru - International Kreedz Community
!zzl_superjump2! 199.46 WhereIsMyPanda ru
vektor_longhole 111.93 MEfro ru
vkr_uncomfortable 173.17 nep4uk ru
vkz_outland 86.45 Penguin tw
vLy_blueclimb 86.85 rawe is
vLy_stairsblock 78.18 chorogons bt
vt_lummoxbhop_e 122.98 plst ru
water_jump_2011 0 n/a n/a
water_jump_v2 0 n/a n/a
wnkz_bhop 94.55 inspare ru
wnkz_firsty_v2 1088.29 GoDfreee ru
wps_block_ez 0 n/a n/a
wps_god 0 n/a n/a
wps_naturerun 0 n/a n/a
xj_ap_abyss 77.43 Creep no
xj_ap_matsuo 90.85 promax rs
xjbg_hillblock_b02 308.3 tasi bg
Y_minicas 80.8 Penguin tw
ytt_lavacave 0 n/a n/a
ytt_light_stars 0 n/a n/a
ytt_ruins 0 n/a n/a
ytt_wow_mix 238.41 Dolphin ru
zink_climbday 146.17 HitMan ro
zink_creteblock 76.48 chorogons bt
zink_klbk_funclimb 83.59 rawe is
zink_speedblock 82.04 Penguin tw
zr_hetablock[easy] 0 n/a n/a
zr_hetablock[hard] 0 n/a n/a
zr_icecave 0 n/a n/a
